5000 	49.6503496503 	5.49450549451 	0.463702963703 	0.23996003996 	0.298709227281
10000 	59.4405594406 	7.89210789211 	0.528588078588 	0.312104562105 	0.368479932766
15000 	62.037962038 	8.09190809191 	0.546303696304 	0.327605727606 	0.383028083028
20000 	65.8341658342 	8.29170829171 	0.573493173493 	0.347269397269 	0.403831089545
25000 	62.6373626374 	6.99300699301 	0.539227439227 	0.333316683317 	0.386285936286
30000 	67.4325674326 	9.09090909091 	0.595704295704 	0.362071262071 	0.421418264275
35000 	64.9350649351 	8.19180819181 	0.568348318348 	0.345820845821 	0.403002553003
40000 	65.1348651349 	7.39260739261 	0.567665667666 	0.345171495171 	0.399475128047
45000 	65.6343656344 	8.19180819181 	0.578388278388 	0.352647352647 	0.410036788608
50000 	65.3346653347 	8.69130869131 	0.582400932401 	0.343606393606 	0.404545454545
